id,relation,comment,domain,text
1343,"Instrument-Agency(e2,e1)",Comment:,Art,The <e1>painter</e1> continues adding <e2>paint</e2> on top of still wet paint rather than waiting a lengthy amount of time to allow each layer of paint to dry.
1344,"Member-Collection(e2,e1)",Comment: modality is outside,Story,"The new <e1>bratpack</e1> of <e2>boys</e2>, be it Ranbir or Imran or Shahid or Neil, are way too 'Chikna' to be taken seriously as action heroes and the slightly senior Abhishek Bachchan, John Abraham and Hrithik Roshan are content playing roles that require sophistication."
1345,"Content-Container(e1,e2)",Comment: prototypical example,News,The <e1>bomb</e1> weighing 6kg was inside a <e2>box</e2> fitted with an electronic detonator.
1346,"Member-Collection(e1,e2)",Comment:,Story,The <e1>Mother Superior</e1> is a member of the <e2>corporation</e2>.
1347,Other,"Comment: Here e1 is a subset of e2, not an individual item.",News,"The army of Israel was utterly defeated and its camp ransacked, which terribly augmented the horrors and disasters of the <e1>rout</e1> of Saul's <e2>army</e2>."
1348,"Component-Whole(e1,e2)",Comment:,Technology,The feed wire connecting the two <e1>blades</e1> of the <e2>antenna</e2> has a length of 4 mm and a radius of 0.01 mm.
1349,"Instrument-Agency(e1,e2)",Comment:,Technology,"On the other hand, sentry <e1>tools</e1> are used by <e2>sentries</e2> in order to defend against spies."
1350,"Entity-Origin(e1,e2)",Comment:,Story,"The <e1>sword</e1> was taken from his small <e2>hands</e2>, and placed back in its place on the wall."
1351,"Cause-Effect(e1,e2)",Comment:,Biology,"Atopic <e1>dermatitis</e1>, the most common type of eczema, causes <e2>itchiness</e2> that's worse in the colder months."
1352,"Instrument-Agency(e2,e1)",Comment:,Education,A <e1>woman</e1> applies the <e2>patch</e2> to the skin of her abdomen or buttock for three and a half weeks.
1353,"Entity-Destination(e1,e2)",Comment:,Education,The student took the <e1>note</e1> to the <e2>class room</e2>.
1354,"Message-Topic(e2,e1)",Comment:,Story,"As a little boy, he learned about <e1>politics</e1> from the <e2>parodies</e2> done on Saturday Night Live."
1355,"Entity-Destination(e1,e2)",Comment:,News,The <e1>actress</e1> willingly moved into a rehabilitation <e2>center</e2> in California.
1356,"Component-Whole(e1,e2)",Comment:,Story,The priority of hoisting locations depends on the <e1>rig</e1> of the <e2>vessel</e2>.
1357,"Content-Container(e2,e1)","Comment: prototypical example, the vinegar is in the bottle.",FirstP,I kept a spray <e1>bottle</e1> with <e2>vinegar</e2> in it.
1358,"Content-Container(e1,e2)",Comment:,Art,The <e1>frame</e1> encloses a rectangular <e2>picture</e2> that has the same area as the frame itself.
1359,Other,"Comment: The pattern is at fault -- ""rout"" is not the name of a grouping.",FirstP,My eyes have seen the defeat of my adversaries; my ears have heard the <e1>rout</e1> of my wicked <e2>foes</e2>.
1360,"Component-Whole(e1,e2)",Comment:,History,The <e1>lid</e1> of the anthropoid <e2>coffin</e2> of Khonstefnakht dates from the 4th century BC.
1361,"Component-Whole(e2,e1)",Comment:,Art,"On the studio version, the <e1>song</e1> breaks wide open after the second <e2>chorus</e2> with a string section as Ryan rips up the harmonica."
1362,"Product-Producer(e2,e1)",Comment: dolphins are actively involved in the production of tools,News,<e1>Dolphins</e1> created <e2>tools</e2> to use for entertainment.
1363,"Entity-Origin(e1,e2)",Comment:,News,This system proved to be effective during the earthquake; only one large <e1>painting</e1> fell from an interior <e2>wall</e2> which apparently took an unusually strong jolt.
1364,"Cause-Effect(e2,e1)",Comment:,Biology,Botulism is a rare but serious paralytic <e1>illness</e1> caused by a nerve <e2>toxin</e2> that is produced by the bacterium Clostridium botulinum.
1365,"Component-Whole(e2,e1)",Comment:,FirstP,My <e1>dog</e1> has a little red ball on his <e2>snout</e2>.
1366,"Instrument-Agency(e2,e1)",Comment:,Economic,<e1>Employees</e1> increasingly are turning to <e2>medication</e2> - and away from therapy - to treat depression.
1367,"Member-Collection(e2,e1)",Comment: A collective name.,Story,Down the winding path which curved among the rocks the little <e1>train</e1> of baggage <e2>camels</e2> was daintily picking its way.
1368,"Entity-Destination(e1,e2)",Comment:,Story,He packed the <e1>sandwiches</e1> into a <e2>knapsack</e2>.
1369,"Message-Topic(e2,e1)",Comment:,Story,The <e1>frustration</e1> during this period was reflected in <e2>comments</e2> published in The Youngstown Daily Vindicator.
1370,"Component-Whole(e1,e2)",Comment: Another sense of the word 'phalanx'.,Biology,Koak et al 14 reported a case of such transformation in an enchondroma of the distal <e1>phalanx</e1> of a <e2>toe</e2>.
1371,"Member-Collection(e2,e1)",Comment:,Story,"Some are just strange such as parliament of owls, a <e1>knob</e1> of <e2>pochards</e2>, a cohort of zebras."
1372,"Cause-Effect(e2,e1)",Comment:,Economic,"The <e1>benefits</e1> from <e2>inflation</e2> which Professor Mulligan cites (e.g., bailing out underwater mortgagers) are better understood as a government sponsored transfer of wealth from savers to speculators."
1373,"Member-Collection(e2,e1)",Comment: Metaphorical but OK.,News,"In the Lower Mainland, 2003 saw the usual <e1>raft</e1> of architectural <e2>turkeys</e2>, with our highest density of under-achieving, view-gobbling buildings in the flock of new condo towers under construction in Downtown South."
1374,"Entity-Origin(e1,e2)",Comment:,Story,Get on board before the <e1>train</e1> leaves the <e2>station</e2>.
1375,"Cause-Effect(e2,e1)",Comment:,Biology,"The <e1>concerto</e1> comes from the <e2>pop</e2> of gas bubbles escaping the joints, snapping tendons and ligaments, and rickety arthritic joints."
1376,"Entity-Origin(e1,e2)",Comment:,News,The <e1>wastes</e1> leaked from these <e2>tanks</e2> have been in contact with surrounding soils and vadose sediments for decades and have undergone significant geochemical and radiological transformations.
1377,"Entity-Destination(e1,e2)",Comment:,FirstP,I sent the <e1>payment</e1> to the registered <e2>email address</e2> in sandbox.
1378,"Entity-Origin(e1,e2)",Comment:,Story,The <e1>bus</e1> departed from Panaji bus <e2>stand</e2> at six a.m. and reached Mangalore the same day at four in the evening.
1379,"Message-Topic(e1,e2)",Comment:,Story,The first <e1>part</e1> teaches the <e2>alphabet</e2> along with a fruit or vegetable.
1380,"Member-Collection(e2,e1)",Comment: A collective name.,Story,"The most famous <e1>unkindness</e1> of six <e2>ravens</e2> at the Tower of London are employees, kept on staff at the expense of the British government."
1381,"Component-Whole(e2,e1)",Comment: The run-up is the part of the course that leads up the mountain.,Story,The <e1>course</e1> scaled the mountain via a very muddy <e2>run-up</e2>.
1382,Other,Comment:,Technology,Another misconception I see often is a fuzzy idea of the difference between the copy constructor and the <e1>assignment</e1> <e2>operator</e2>.
1383,"Member-Collection(e2,e1)",Comment:,History,"A <e1>regiment</e1> of Swiss <e2>pikemen</e2> recaptured some of their former glory during the Battle of Dreux in 1562, when they singlehandedly defended the city of Dreux long enough for the Catholic army to send in reinforcements."
1384,"Entity-Origin(e1,e2)",Comment:,Story,The <e1>gunmen</e1> ran away from the <e2>scene</e2>.
1385,"Component-Whole(e1,e2)",Comment:,News,The <e1>barbels</e1> of the exposed <e2>catfish</e2> curled within 2 hours in heptachlor.
1386,"Component-Whole(e1,e2)",Comment:,Biology,"Optic <e1>lobes</e1> of the <e2>brain</e2> are connected to the eyes by the optic nerve, Cranial Nerve 1."
1387,"Product-Producer(e2,e1)",Comment: (a) is satisfied,Politics,"Under this completed contract, <e1>workgangs</e1> made up almost entirely of Mormons built the Union Pacific <e2>track</e2> in the Utah territory."
1388,"Entity-Origin(e1,e2)",Comment:,News,"The <e1>letter</e1> was sent from the <e2>deathbed</e2> of the former KGB spy, Alexander Litvinenko, who died this Saturday after being poisoned with radioactive poison earlier in the month."
1389,"Cause-Effect(e1,e2)",Comment:,Biology,A urinary tract <e1>infection</e1> (UTI) is the most common cause of bladder <e2>irritation</e2>.
1390,"Entity-Destination(e1,e2)",Comment:,Biology,The Nhibitor <e1>protein</e1> is transported into the <e2>mitochondria</e2>.
1391,"Cause-Effect(e1,e2)",Comment:,News,"The <e1>protest</e1> resulted in hours of traffic <e2>jams</e2> on Guangzhou's major roads, such as Guangyuanxi Lu, Huangshidong Lu and Dongfeng Lu."
1392,"Content-Container(e1,e2)",Comment: prototypical example,News,The <e1>marijuana</e1> in the bed was in a <e2>suitcase</e2>.
1393,"Entity-Destination(e1,e2)",Comment:,Technology,The user has entered his <e1>password</e1> into an authorized <e2>system</e2>.
1394,"Cause-Effect(e2,e1)",Comment:,News,Evacuees with disabilities had a difficult time conveying the <e1>trauma</e1> caused by the unexpected <e2>arrival</e2> of uniformed officers who ordered them out of their homes and sometimes forcibly removed them.
1395,"Content-Container(e1,e2)",Comment: the drinking equipment is contained in the bo,Story,"To the left is drinking <e1>equipment</e1>, sitting in a wooden <e2>box</e2>."
1396,"Component-Whole(e2,e1)",Comment:,Biology,"The <e1>genome</e1> comprises 4411529 base pairs, contains around 4000 <e2>genes</e2>, and has a very high guanine + cytosine content."
1397,Other,Comment:,Physic,The <e1>discharge</e1> started from the burst pulse <e2>corona</e2>.
1398,"Cause-Effect(e1,e2)",Comment:,Education,Highly viscous <e1>lavas</e1> lead to a violent <e2>eruption</e2>.
1399,"Member-Collection(e2,e1)",Comment:,Story,"The Clippers, in contrast, are a <e1>prickle</e1> of <e2>hedgehogs</e2> without a common goal."
1400,"Entity-Destination(e1,e2)",Comment:,Story,"Accidentally, <e1>acid</e1> was dropped into the <e2>pool</e2>."
1401,"Entity-Origin(e1,e2)",Comment:,Chemistry,"The standard soccer <e1>ball</e1> is made of synthetic <e2>leather</e2>, usually polyurethane or polyvinyl chloride, stitched around an inflated rubber or rubber-like bladder."
1402,"Instrument-Agency(e2,e1)",Comment:,Art,The <e1>artist</e1>'s development <e2>toolkit</e2> is one of a series of interactive artist's tookits.
1403,Other,Comment: violates b.1 and c.3,News,A US <e1>aircraft</e1> was dropped into a difficult <e2>landing</e2> in Mali.
1404,"Cause-Effect(e2,e1)",Comment:,Biology,The <e1>cysts</e1> are caused by chronic <e2>inflammation</e2> of the perichondrium with production of serous fluid between the perichondrium and cartilage.
1405,"Component-Whole(e2,e1)",Comment:,Story,"This barbell <e1>toy</e1> has an acrylic <e2>ring</e2> to rattle and lots of dots to tongue""."""
1406,"Cause-Effect(e2,e1)",Comment:,News,"Some posters (e.g. number 18) encouraged the population of areas near the front to evacuate, thus avoiding the overcrowding and ensuing problems of food distribution and <e1>disease</e1> caused by the incoming <e2>refugees</e2>."
1407,"Member-Collection(e1,e2)",Comment:,Story,The <e1>head</e1> of the <e2>team</e2> has gathered a very dynamic and productive team.
1408,"Cause-Effect(e1,e2)",Comment:,News,"If a participant <e1>complaint</e1> is the source of an investigative <e2>lead</e2>, interim contact with the participant should be made by the investigator."
1409,"Content-Container(e2,e1)",Comment:,Story,"Each warrior carries a sime, or spatulate-shaped sword, in a leather sheath, and bears a bow and <e1>quiver</e1> of poisoned <e2>arrows</e2>."
1410,"Component-Whole(e1,e2)",Comment:,Technology,Even the fan <e1>blades</e1> inside the <e2>engine</e2> are designed to be quieter.
1411,"Cause-Effect(e2,e1)",Comment:,News,The <e1>violence</e1> has been caused by the Hutu <e2>militia</e2> who fled Rwanda after the genocide in that country and who have been in hiding in the forest in Congo.
1412,"Cause-Effect(e1,e2)",Comment:,Story,The <e1>clock</e1> struck twelve with a loud <e2>chime</e2> that made me jump.
1413,"Component-Whole(e2,e1)",Comment:,History,"The first parcel he found was a <e1>rouleau</e1> of fifty <e2>dollars</e2>, the coins not having burst the paper enveloping them."
1414,"Product-Producer(e2,e1)","Comment: (a), (d) satisfied",Technology,"Sam Houghton, a five-year old <e1>boy</e1> from Buxton, Derbyshire, patented an invention after coming up with an <e2>idea</e2> for a labour-saving broom to help his father sweep up leaves."
1415,"Member-Collection(e2,e1)",Comment:,Story,"The woman purchases raw milk from a local member of Communities Alliance for Responsible Eco-Farming, a self-regulating <e1>cooperative</e1> of raw milk <e2>dairymen</e2>."
1416,"Component-Whole(e2,e1)",Comment:,Technology,This personal <e1>alarm</e1> combines two great deterrents to attack- a loud alarm and flashing <e2>light</e2>.
1417,"Member-Collection(e2,e1)",Comment:,News,The rescue adoption room was filled with a <e1>kindle</e1> of <e2>kittens</e2>.
1418,"Component-Whole(e1,e2)",Comment:,Story,"The <e1>pages</e1> of the <e2>magazine</e2> came to life at the Metreon with gourmet food, great Sonoma Valley wine, and jamming music."
1419,Other,Comment: e2 is a substance contained in e1.,Chemistry,<e1>Antacids</e1> work by using a <e2>base</e2> to neutralize the acid.
1420,"Instrument-Agency(e2,e1)",Comment:,Art,"In Wuthering Heights by Emily Bronte's, the <e1>author</e1> uses <e2>repetition</e2> as a device to give us the full understanding of the characters."
1421,"Instrument-Agency(e1,e2)",Comment: spray is used by the costumers to keep...,Biology,This is a homeopathic nasal <e1>spray</e1> which really helps <e2>customers</e2> keep their sinuses clear.
